2,0,0,0,0,0,0,0,0,0,0
3.26771,0.0488281,0,0,0,0,0,0,0,0,0
3.9533,0.17505,0.00119209,0,0,0,0,0,0,0,0
4.19246,0.38927,0.00659967,2.91038e-05,0,0,0,0,0,0,0
4.10506,0.686999,0.0211894,0.000217911,7.10543e-07,0,0,0,0,0,0
3.79416,1.05192,0.0515222,0.000913414,6.70649e-06,1.73472e-08,0,0,0,0,0
3.34561,1.45937,0.105043,0.00282235,3.46755e-05,1.9758e-07,4.23516e-10,0,0,0,0
2.82822,1.8798,0.189133,0.00715885,0.000129861,1.21475e-06,5.65009e-09,1.03398e-11,0,0,0
2.29439,2.28211,0.310057,0.0157665,0.000393512,5.34318e-06,4.02579e-08,1.58116e-10,2.52435e-13,0,0
1.78136,2.63658,0.471941,0.0311836,0.001023,1.88189e-05,2.03353e-07,1.28104e-09,4.3528e-12,6.16298e-15,0
1.31276,2.91732,0.675912,0.0566251,0.00236432,5.63564e-05,8.15996e-07,7.30618e-09,3.95161e-11,1.18295e-13,3.00927e-16
0.900602,3.10416,0.919486,0.0958611,0.00497402,0.000148885,2.76486e-06,3.28973e-08,2.51126e-10,1.18941e-12,6.31625e-15
0.547411,3.18387,1.19629,0.152986,0.00968483,0.000355647,8.21441e-06,1.2439e-07,1.25366e-09,8.33361e-12,6.91598e-14
0.248529,3.15069,1.49615,0.232084,0.0176665,0.00078169,2.19487e-05,4.10386e-07,5.23204e-09,4.56795e-11,5.25722e-13
-0.00563486,3.00626,1.80554,0.336808,0.0304707,0.00160141,5.37055e-05,1.21233e-06,1.89753e-08,2.08543e-10,3.11572e-12
-0.227454,2.75898,2.10838,0.469911,0.050049,0.00308816,0.000121966,3.26671e-06,6.13949e-08,8.24564e-10,1.53317e-11
-0.430166,2.42291,2.38711,0.632764,0.0787314,0.005649,0.000259746,8.14077e-06,1.8059e-07,2.8996e-09,6.51522e-11
-0.626255,2.01631,2.62388,0.824923,0.119156,0.0098625,0.000522957,1.89632e-05,4.89788e-07,9.24358e-09,2.45589e-10
-0.826181,1.56002,2.8019,1.04377,0.174142,0.0165163,0.00100188,4.16392e-05,1.23827e-06,2.70999e-08,8.37187e-10
-1.03751,1.0758,2.90668,1.28431,0.246512,0.0266396,0.00183613,8.67722e-05,2.94352e-06,7.38846e-08,2.61871e-09
-1.2644,0.584684,2.92715,1.53912,0.33885,0.0415253,0.00323322,0.000172567,6.62532e-06,1.88989e-07,7.60165e-09
-1.50753,0.105613,2.85654,1.79852,0.453233,0.0627351,0.00549046,0.000329034,1.42013e-05,4.56802e-07,2.06628e-08
-1.76426,-0.34568,2.69294,2.0509,0.590926,0.0920809,0.00901925,0.000603826,2.91281e-05,1.04953e-06,5.2979e-08
-2.02914,-0.757422,2.43948,2.28331,0.752085,0.131578,0.0143705,0.00107004,5.74001e-05,2.30343e-06,1.28905e-07
-2.29458,-1.12216,2.10416,2.48215,0.935477,0.183362,0.0222585,0.00183625,0.00010905,4.84938e-06,2.99146e-07
-2.55163,-1.43676,1.6993,2.63401,1.13827,0.249576,0.0335811,0.00305888,0.000200323,9.82819e-06,6.64966e-07
-2.79083,-1.70201,1.24069,2.72652,1.35588,0.332212,0.0494318,0.0049569,0.000356735,1.9234e-05,1.42105e-06
-3.00302,-1.922,0.746519,2.7493,1.58196,0.432937,0.0711006,0.00782842,0.000617216,3.64448e-05,2.92877e-06
-3.18003,-2.10323,0.236093,2.69468,1.80849,0.55288,0.100058,0.0120686,0.00103957,6.70163e-05,5.83743e-06
-3.31527,-2.25364,-0.271421,2.5584,2.026,0.692423,0.137923,0.0181877,0.00170745,0.000119838,1.12789e-05
-3.4041,-2.38158,-0.758242,2.34004,2.22395,0.850986,0.186403,0.0268277,0.00273892,0.00020877,2.11708e-05
-3.44404,-2.49484,-1.20905,2.0432,2.39122,1.02684,0.247211,0.0387755,0.00429672,0.000354892,3.86773e-05
-3.43479,-2.59989,-1.61185,1.67546,2.51668,1.21698,0.321965,0.0549703,0.00660005,0.000589531,6.88885e-05
-3.37803,-2.7012,-1.95852,1.248,2.58987,1.41699,0.412051,0.0765026,0.00993755,0.0009582,0.000119801
-3.27715,-2.8009,-2.24504,0.775011,2.60166,1.6211,0.51848,0.104602,0.014681,0.00152562,0.000203696
-3.13686,-2.89866,-2.47139,0.272889,2.54492,1.82224,0.641724,0.14061,0.0212985,0.00238195,0.00033903
-2.96266,-2.9918,-2.64118,-0.240762,2.41507,2.01219,0.781555,0.18594,0.0303671,0.00365022,0.000552969
-2.7604,-3.07567,-2.76092,-0.748177,2.21054,2.18194,0.936889,0.242013,0.0425817,0.00549516,0.000884714
